address,bedroom_count,district,epc_score,habitable_surface,immo_status,immocode,land_surface,municipality,plot_area,postalcode,price,price_per_sqmeter,province,region,room_count,subtype,type
Avenue du Forum  40,4,21000,B,270,FOR_SALE,10641068,713,Bruxelles,983,1020,650000,661,400001,4000,5,VILLA,HOUSE
Thomas Vinçottestraat  58,5,21000,C,320,FOR_SALE,10625096,150,Schaerbeek,470,1030,650000,1383,400001,4000,6,HOUSE,HOUSE
Thomas Vinçottestraat  58,3,21000,E,320,FOR_SALE,10625094,150,Schaerbeek,470,1030,650000,1383,400001,4000,4,APARTMENT_BLOCK,HOUSE
Montagne de la Gare  14,4,21000,C,164,FOR_SALE,10663705,154,Woluwe-Saint-Pierre,318,1150,650000,2044,400001,4000,5,HOUSE,HOUSE
Velsterheide  6,3,11002,D,304,FOR_SALE,10703003,2800,Zoersel,3104,2980,1150000,370,11002,2000,4,HOUSE,HOUSE
Rue de Visé  790,4,62000,F,144,FOR_SALE,10576318,80,62000 Wandre,224,4020,59000,263,62000,3000,5,HOUSE,HOUSE
Rue Quoesimodes  43,2,61031,G,78,FOR_SALE,10605609,50,Amay,128,4540,69000,539,62000,3000,3,HOUSE,HOUSE
Rue de la Joncquière  1,2,52000,G,91,FOR_SALE,10562156,250,Wanfercée-Baulet,341,6224,85000,249,50000,3000,3,MANOR_HOUSE,HOUSE
Rue de la Joncquière  1,2,52000,G,91,FOR_SALE,10562155,250,Wanfercée-Baulet,341,6224,85000,249,50000,3000,3,HOUSE,HOUSE
Steenweg op Sint-Truiden  440,3,24000,E,157,FOR_SALE,10565183,1796,Landen,1953,3400,439000,225,20001,2000,4,VILLA,HOUSE
Mosselstraat  49,3,31000,F,161,FOR_SALE,10678111,1846,ZERKEGEM,2007,8490,440000,219,30000,2000,4,HOUSE,HOUSE
Strijlandstraat  100,3,23000,C,185,FOR_SALE,10522666,2592,Gooik,2777,1755,449000,162,20001,2000,4,HOUSE,HOUSE
Leuvensesteenweg  298,5,24000,D,208,FOR_SALE,10588567,187,Kortenberg,395,3070,449000,1137,20001,2000,6,HOUSE,HOUSE
Cobdenstraat  41,5,11002,E,325,FOR_SALE,10499657,150,11002en 1,475,2018,998000,2101,11002,2000,6,HOUSE,HOUSE
Ribaucourtstraat  49,8,21000,F,422,FOR_SALE,10662611,130,Molenbeek-Saint-Jean,552,1080,1000000,1812,400001,4000,9,APARTMENT_BLOCK,HOUSE
Avenue de l'Opale  106,6,21000,E,312,FOR_SALE,10626061,225,Schaerbeek,537,1030,1050000,1955,400001,4000,7,EXCEPTIONAL_PROPERTY,HOUSE
Geraardbergsesteenweg  147,3,44000,F,600,FOR_SALE,10546806,1481,Oosterzele,2081,9860,1095000,526,40000,2000,4,COUNTRY_COTTAGE,HOUSE
Avenue Hellevelt  34,5,21000,E,369,FOR_SALE,10541443,530,Uccle,899,1180,1190000,1324,400001,4000,6,HOUSE,HOUSE
Rue des Blancs Prés  1,1,81001,E,,FOR_SALE,10278768,,81001,182,6700,462000,2538,80000,3000,2,HOUSE_GROUP,HOUSE_GROUP
Rue des Blancs Prés  None,3,81001,E,,FOR_SALE,10277856,,81001,156,6700,462000,2962,80000,3000,4,HOUSE_GROUP,HOUSE_GROUP
Rue D'Aulnoit  89,3,51004,G,157,FOR_SALE,10616652,1760,Ellezelles,1917,7890,429000,224,50000,3000,4,HOUSE,HOUSE
Poederleese Weg  80,1,13000,D,,FOR_SALE,10571364,,Lille,142,2275,430271,3030,11002,2000,2,HOUSE_GROUP,HOUSE_GROUP
Rue Alexis Mousin  8,3,21000,C,105,FOR_SALE,10451128,175,Woluwe-Saint-Pierre,280,1150,430000,1536,400001,4000,4,HOUSE,HOUSE
Rue Des Robiniers  1,5,62000,D,216,FOR_SALE,10597213,537,62000,753,4000,380000,505,62000,3000,8,HOUSE,HOUSE
Spermaliestraat  175,4,35013,E,,FOR_SALE,10320075,,Middelkerke,156,8430,385000,2468,30000,2000,5,HOUSE_GROUP,HOUSE_GROUP
Rue de la Viorne  7,1,83000,A,,FOR_SALE,9824214,,Marche-en-Famenne,254,6900,390500,1537,80000,3000,2,HOUSE_GROUP,HOUSE_GROUP
Clos du Verger  17,3,25072,E,125,FOR_SALE,10650920,1043,Chaumont-Gistoux,1168,1325,385000,330,20002,3000,4,VILLA,HOUSE
Avenue des Volontaires  217,4,21000,E,282,FOR_SALE,10659995,160,Woluwe-Saint-Pierre,442,1150,795000,1799,400001,4000,5,HOUSE,HOUSE
Clos du Manoir  16,3,21000,C,190,FOR_SALE,10189628,311,Woluwe-Saint-Pierre,501,1150,795000,1587,400001,4000,4,HOUSE,HOUSE
rue de la Station  114,3,21000,C,133,FOR_SALE,10633230,500,Woluwe-Saint-Lambert,633,1200,795000,1256,400001,4000,4,APARTMENT_BLOCK,HOUSE
rue de la Station  114,3,21000,E,133,FOR_SALE,10633228,500,Woluwe-Saint-Lambert,633,1200,795000,1256,400001,4000,4,HOUSE,HOUSE
Pepingensesteenweg  186,4,23000,D,299,FOR_SALE,10633045,3897,Sint-Pieters-Leeuw,4196,1600,795000,189,20001,2000,5,VILLA,HOUSE
Kattenboserf  27,3,23000,E,110,FOR_SALE,10695387,264,Halle,374,1500,349000,933,20001,2000,4,HOUSE,HOUSE
Steenweg  72,4,24000,C,275,FOR_SALE,10695548,878,Zoutleeuw,1153,3440,349000,303,20001,2000,5,HOUSE,HOUSE
Rue du Midi  45,5,62000,B,160,FOR_SALE,10704428,258,62096 Boncelles,418,4100,469000,1122,62000,3000,6,APARTMENT_BLOCK,HOUSE
Heidelbergstraat  34,3,31000,B,134,FOR_SALE,10706112,1562,Loppem,1696,8210,549000,324,30000,2000,1,VILLA,HOUSE
Rue du Souverain  14,5,25072,B,420,FOR_SALE,10706696,800,Wavre,1220,1300,895000,734,20002,3000,6,HOUSE,HOUSE
Large Voie  156,2,62000,F,130,FOR_SALE,10683651,116,Herstal,246,4040,160000,650,62000,3000,3,HOUSE,HOUSE
Rue de Berkendael  173,5,21000,B,235,FOR_SALE,10657189,81,Ixelles,316,1050,995000,3149,400001,4000,6,HOUSE,HOUSE
rue Albert et Marie-Louise Servais-Kinet  32-36,2,21000,C,,FOR_SALE,10582303,,Woluwe-Saint-Lambert,317,1200,1095000,3454,400001,4000,3,HOUSE_GROUP,HOUSE_GROUP
Oudstrijdersstraat  46,2,23000,E,140,FOR_SALE,10606904,318,Kapelle-op-den-Bos,458,1880,289000,631,20001,2000,3,HOUSE,HOUSE
Rue de Gaillarmont  671/B,5,62000,D,190,FOR_SALE,10481539,167,Grivegnée,357,4030,289000,810,62000,3000,6,APARTMENT_BLOCK,HOUSE
Rue de Gaillarmont  671/B,5,62000,D,190,FOR_SALE,10481538,167,Grivegnée,357,4030,289000,810,62000,3000,6,HOUSE,HOUSE
Rue du Moulin  11,4,62000,C,229,FOR_SALE,10625613,606,Oupeye Haccourt,835,4684,289000,346,62000,3000,5,APARTMENT_BLOCK,HOUSE
Wielendaalstraat  7,4,45000,B,227,FOR_SALE,10630006,180,Brakel,407,9660,289000,710,40000,2000,5,HOUSE,HOUSE
Oude Baan  1,3,24000,D,220,FOR_SALE,10654262,216,Diest,436,3290,359000,823,20001,2000,4,HOUSE,HOUSE
Lindelaan  34,3,42000,B,160,FOR_SALE,10607030,322,Lebbeke,482,9280,367000,761,40000,2000,4,HOUSE,HOUSE
Rue du Tilleul  327,4,21000,B,180,FOR_SALE,10448094,150,Evere,330,1140,369000,1118,400001,4000,5,HOUSE,HOUSE
Zandstraat  198,1,46000,B,,FOR_SALE,10377243,,HAASDONK,241,9120,357000,1481,40000,2000,2,HOUSE_GROUP,HOUSE_GROUP
Rue de la Crête  None,4,51004,E,,FOR_SALE,10195413,,Flobecq,165,7880,352000,2133,50000,3000,5,HOUSE_GROUP,HOUSE_GROUP
Egmontpark  11,0,44000,E,,FOR_SALE,10087114,,Gavere,184,9890,371000,2016,40000,2000,1,HOUSE_GROUP,HOUSE_GROUP
Rue des Crinoïdes  1,2,55040,B,,FOR_SALE,10234464,,55040,227,7060,359000,1581,50000,3000,3,HOUSE_GROUP,HOUSE_GROUP
"Groenestraat  5,A",3,33000,F,,FOR_SALE,10584283,,Ieper,274,8900,695031,2537,30000,2000,4,HOUSE_GROUP,HOUSE_GROUP
Avenue Van Crombrugghe  21,4,21000,B,180,FOR_SALE,10613587,245,Woluwe-Saint-Pierre,425,1150,695000,1635,400001,4000,5,HOUSE,HOUSE
Rue Hugo Verriest  38,5,23000,F,287,FOR_SALE,9504004,661,Wemmel,948,1780,695000,733,20001,2000,6,HOUSE,HOUSE
Pilatusveld  31,4,23000,D,180,FOR_SALE,10575104,1226,Londerzeel,1406,1840,695000,494,20001,2000,5,HOUSE,HOUSE
Boesmolenstraat  8,5,55040,C,310,FOR_SALE,10705794,15797,Enghien,16107,7850,1180000,73,50000,3000,6,VILLA,HOUSE
Spoorweglaan  158,3,42000,F,178,FOR_SALE,10680520,729,Wetteren,907,9230,250000,276,40000,2000,4,HOUSE,HOUSE
Rue Potriau  23,3,92000,C,120,FOR_SALE,10680203,335,Sombreffe,455,5140,275000,604,90000,3000,4,HOUSE,HOUSE
Jeruzalemstraat  20 - 403,1,11002,F,32,FOR_SALE,10685238,332,11002,364,2000,115000,316,11002,2000,2,MIXED_USE_BUILDING,HOUSE
Koepoortstraat  29,2,23000,D,132,FOR_SALE,10676543,165,Vilvoorde,297,1800,339000,1141,20001,2000,3,TOWN_HOUSE,HOUSE
Rue Jacquet  4,3,62000,B,167,FOR_SALE,10566254,347,Oupeye,514,4682,339000,660,62000,3000,4,HOUSE,HOUSE
Van Dijcklaan  31,3,23000,B,115,FOR_SALE,10676544,238,Zaventem,353,1930,345000,977,20001,2000,4,HOUSE,HOUSE
Rue Dierains Pres  55,4,62000,C,240,FOR_SALE,10324351,797,Grace-Hollogne,1037,4460,349000,337,62000,3000,5,HOUSE,HOUSE
Tièr Laurent  35,3,61031,A,150,FOR_SALE,10535249,954,BORSU,1104,4560,349000,316,62000,3000,4,VILLA,HOUSE
Ruelle des Sortais  12,3,62000,F,125,FOR_SALE,10547154,328,Trooz,453,4870,199000,439,62000,3000,4,HOUSE,HOUSE
Breendonkstraat  152,2,12000,D,216,FOR_SALE,10623444,160,Willebroek,376,2830,210000,559,11002,2000,3,HOUSE,HOUSE
Rue Gaston Grégoire  5,1,61031,B,160,FOR_SALE,10267919,112,Amay,272,4540,219500,807,62000,3000,2,HOUSE,HOUSE
Rue Jean Volders  50,2,62000,G,81,FOR_SALE,10501610,225,Herstal,306,4040,225000,735,62000,3000,3,HOUSE,HOUSE
Leemputstraat  6,3,41000,F,176,FOR_SALE,10697956,381,Geraardsbergen Moerbeke,557,9500,329000,591,40000,2000,4,VILLA,HOUSE
Hollebeekstraat  11,3,45000,D,148,FOR_SALE,10697969,214,Brakel,362,9660,375000,1036,40000,2000,4,HOUSE,HOUSE
Hollebeekstraat  11,3,45000,C,144,FOR_SALE,10697968,249,Brakel,393,9660,390000,992,40000,2000,4,HOUSE,HOUSE
Hollebeekstraat  11,3,45000,E,222,FOR_SALE,10697967,235,Brakel,457,9660,465000,1018,40000,2000,4,HOUSE,HOUSE
Hollebeekstraat  11,4,45000,C,234,FOR_SALE,10697966,171,Brakel,405,9660,485000,1198,40000,2000,5,HOUSE,HOUSE
Brusselsestraat  73,4,23000,C,250,FOR_SALE,10699697,808,SINT-MARTENS-LENNIK,1058,1750,699000,661,20001,2000,5,HOUSE,HOUSE
Rue Nothomb  20,4,21000,D,230,FOR_SALE,10697747,123,Etterbeek,353,1040,795000,2252,400001,4000,5,MANSION,HOUSE
Avenue Emile Van Becelaere  88,5,21000,E,300,FOR_SALE,10551226,460,Watermael-Boitsfort,760,1170,888000,1168,400001,4000,6,HOUSE,HOUSE
Waatsbrugstraat  47,3,45000,C,132,FOR_SALE,10593565,180,Ronse,312,9600,209000,670,40000,2000,4,HOUSE,HOUSE
Rue de la Jeunesse  82,2,62000,F,100,FOR_SALE,10542512,373,62096,473,4100,219000,463,62000,3000,3,HOUSE,HOUSE
Rue Régissa  12,3,61031,D,100,FOR_SALE,10607888,1155,Marchin,1255,4570,219000,175,62000,3000,4,COUNTRY_COTTAGE,HOUSE
Rue Jean Hubin  30,4,62000,G,185,FOR_SALE,10557728,205,Oupeye,390,4680,219000,562,62000,3000,5,HOUSE,HOUSE
Rue Renkin  27,6,63000,B,210,FOR_SALE,10641652,190,Verviers,400,4800,219000,548,62000,3000,7,HOUSE,HOUSE
Heuvelgoor  17,1,13000,F,,FOR_SALE,9214164,,Geel,119,2440,277500,2332,11002,2000,2,HOUSE_GROUP,HOUSE_GROUP
"Rue Feron  6, 1",2,61031,G,107,FOR_SALE,10473354,479,WARNANT-DREYE,586,4530,279000,476,62000,3000,3,BUNGALOW,HOUSE
Grand Route  180,3,62000,B,194,FOR_SALE,10641651,165,Bassenge,359,4690,279000,777,62000,3000,4,HOUSE,HOUSE
Chaussee des Barrieres  None,2,84000,D,,FOR_SALE,10629981,,NeufchÃteau-Petitvoir,125,6840,279000,2232,80000,3000,3,HOUSE_GROUP,HOUSE_GROUP
Rue des Aubepines  1,3,52000,B,180,FOR_SALE,10477398,195,Charleroi,375,6000,255000,680,50000,3000,4,HOUSE,HOUSE
Moortelveld  52,4,41000,D,218,FOR_SALE,10660145,330,Denderleeuw,548,9470,389000,710,40000,2000,5,HOUSE,HOUSE
Moortelveld  50,4,41000,C,218,FOR_SALE,10660144,320,Denderleeuw,538,9470,389000,723,40000,2000,5,HOUSE,HOUSE
Muylebeekstraat  44,3,23000,C,185,FOR_SALE,10688906,1895,Tollembeek,2080,1570,410000,197,20001,2000,4,HOUSE,HOUSE
Rue de la Cigogne  3,5,21000,E,230,FOR_SALE,10488148,230,Bruxelles,460,1000,849000,1846,400001,4000,6,APARTMENT_BLOCK,HOUSE
Avenue des Croix du Feu  203,6,21000,C,300,FOR_SALE,10662656,185,Laeken,485,1020,849000,1751,400001,4000,7,APARTMENT_BLOCK,HOUSE
Rue du Bon Pasteur  30,5,21000,D,305,FOR_SALE,10446197,500,Evere,805,1140,850000,1056,400001,4000,6,HOUSE,HOUSE
Rue du Bon Pasteur  30,5,21000,D,305,FOR_SALE,9258406,500,Evere,805,1140,850000,1056,400001,4000,6,HOUSE,HOUSE
Rue Alexandre Wouters  7,21,21000,E,782,FOR_SALE,10420054,455,Jette,1237,1090,2250000,1819,400001,4000,22,APARTMENT_BLOCK,HOUSE
Leemstraat  103,2,12000,F,197,FOR_SALE,10692540,1000,SINT-KATELIJNE-WAVER,1197,2860,325000,272,11002,2000,3,HOUSE,HOUSE
Kerkhofstraat  25,3,11002,D,141,FOR_SALE,10692871,0,Schelle,141,2627,349000,2475,11002,2000,4,HOUSE,HOUSE
Eeckhout  2,3,23000,F,182,FOR_SALE,10692776,1037,Londerzeel,1219,1840,465000,381,20001,2000,4,HOUSE,HOUSE
Arthur Dezangrélaan  73,3,23000,C,129,FOR_SALE,10694826,138,Kraainem,267,1950,599000,2243,20001,2000,4,HOUSE,HOUSE
Quartier Joli-Bois  .,3,25072,C,165,FOR_SALE,10664489,311,Waterloo,476,1410,395000,830,20002,3000,4,HOUSE,HOUSE
Lammekensknokstraat  33,5,36000,F,300,FOR_SALE,10671465,1753,Ingelmunster,2053,8770,419000,204,30000,2000,6,VILLA,HOUSE
Ekerseveldslagstraat  23,5,11002,F,184,FOR_SALE,10472336,292,11001,476,2180,429000,901,11002,2000,6,HOUSE,HOUSE
Rue de Campine  127,7,62000,G,423,FOR_SALE,10472348,730,Liege,1153,4000,620000,538,62000,3000,8,VILLA,HOUSE
Argussenlaan  30,3,21000,D,179,FOR_SALE,10636471,130,Auderghem,309,1160,640000,2071,400001,4000,4,HOUSE,HOUSE
Quartier Joli-Bois  .,4,25072,D,200,FOR_SALE,10658506,658,Waterloo,858,1410,640000,746,20002,3000,5,VILLA,HOUSE
Rue des Cultivateurs  56,4,21000,C,185,FOR_SALE,10619211,145,Etterbeek,330,1040,645000,1955,400001,4000,5,HOUSE,HOUSE
Het Hof te Overbeke  49,4,21000,D,268,FOR_SALE,10557452,245,Sint-Agatha-Berchem,513,1082,645000,1257,400001,4000,5,HOUSE,HOUSE
Rue du Fort de Loncin  34,2,62000,F,84,FOR_SALE,10702302,260,62000,344,4000,195000,567,62000,3000,3,HOUSE,HOUSE
Maria Bernardastraat  6,3,34000,C,119,FOR_SALE,10702754,171,Zwevegem,290,8550,269000,928,30000,2000,4,TOWN_HOUSE,HOUSE
Esplanadestraat  49,4,34000,F,163,FOR_SALE,10702802,250,Menen,413,8930,280000,678,30000,2000,5,TOWN_HOUSE,HOUSE
Kanunnik Darisstraat  9,3,73000,B,165,FOR_SALE,10702912,500,Borgloon,665,3840,282000,424,70000,2000,4,HOUSE,HOUSE
Joseph Wautersplein  24,3,45000,C,175,FOR_SALE,10703791,232,Ronse,407,9600,299000,735,40000,2000,4,MIXED_USE_BUILDING,HOUSE
Cerfontaine  146,2,62000,G,75,FOR_SALE,10306386,302,62096 Ougrée,377,4102,70000,186,62000,3000,3,HOUSE,HOUSE
Rue du Thy  None,0,53053,C,,FOR_SALE,8794891,,Lens,134,7870,225000,1679,50000,3000,1,HOUSE_GROUP,HOUSE_GROUP
Rue Entre-Deux-Portes  28,3,61031,E,120,FOR_SALE,10527351,55,61031,175,4500,89500,511,62000,3000,4,HOUSE,HOUSE
Rue Saint Léonard  542,4,62000,F,123,FOR_SALE,10564022,60,Liege,183,4000,99000,541,62000,3000,5,HOUSE,HOUSE
Steenweg op Ukkel  277,3,23000,D,161,FOR_SALE,10671527,303,Drogenbos,464,1620,495000,1067,20001,2000,4,HOUSE,HOUSE
Steenweg op Ukkel  277,3,23000,B,161,FOR_SALE,10672578,303,Linkebeek,464,1630,495000,1067,20001,2000,4,HOUSE,HOUSE
Rue de Ransbeek  159,3,21000,E,110,FOR_SALE,10306539,173,Neder-over-Heembeek,283,1120,450000,1590,400001,4000,4,HOUSE,HOUSE
Rue de Marette  2,4,92000,C,157,FOR_SALE,10655439,924,ISNES,1081,5032,450000,416,90000,3000,5,HOUSE,HOUSE
Rue Polydore Moerman  48,3,21000,F,164,FOR_SALE,10520204,137,Anderlecht,301,1070,459000,1525,400001,4000,4,HOUSE,HOUSE
Larumseweg  11,2,13000,B,,FOR_SALE,10613055,,Olen,278,2250,459000,1651,11002,2000,3,HOUSE_GROUP,HOUSE_GROUP
Parkstraat  103,5,23000,E,250,FOR_SALE,10579661,220,Vilvoorde,470,1800,460000,979,20001,2000,6,HOUSE,HOUSE
Henri de Braeckeleer  20,5,21000,E,288,FOR_SALE,10688920,150,Etterbeek,438,1040,795000,1815,400001,4000,6,HOUSE,HOUSE
Avenue Jacqueline Harpman  47,4,21000,F,254,FOR_SALE,10603687,186,Uccle,440,1180,799500,1817,400001,4000,5,HOUSE,HOUSE
Rue Albert en Marie-Louise Servais-Kinet  34,4,21000,C,221,FOR_SALE,10671719,117,Woluwe-Saint-Lambert,338,1200,995000,2944,400001,4000,5,HOUSE,HOUSE
rue Albert et Marie-Louise Servais-Kinet  36,4,21000,E,336,FOR_SALE,10582308,354,Woluwe-Saint-Lambert,690,1200,1195000,1732,400001,4000,5,HOUSE,HOUSE
Stokersstraat  25,3,31000,E,216,FOR_SALE,10686958,153,Brugge,369,8000,360000,976,30000,2000,4,HOUSE,HOUSE
Ransberg  13,4,23000,E,205,FOR_SALE,10687025,775,Beersel,980,1650,439000,448,20001,2000,5,HOUSE,HOUSE
Rue de Grace Berleur  8,2,62000,G,75,FOR_SALE,10696504,87,ANGLEUR,162,4031,139000,858,62000,3000,3,HOUSE,HOUSE
Winkelstraat  99A,2,12000,F,173,FOR_SALE,10528249,479,PUURS-SINT-AMANDS,652,2890,272000,417,11002,2000,3,HOUSE,HOUSE
Repingestraat  58,3,23000,D,120,FOR_SALE,10696233,405,Herne,525,1540,329000,627,20001,2000,4,HOUSE,HOUSE
Rue du Tige  6,4,62000,E,220,FOR_SALE,10681263,2200,Sprimont,2420,4140,425000,176,62000,3000,5,BUNGALOW,HOUSE
Avenue du Bois Là-Haut  18,3,25072,F,103,FOR_SALE,10681899,1166,Rixensart,1269,1330,430000,339,20002,3000,4,HOUSE,HOUSE
Avenue du Manoir d'Anjou  44,4,21000,E,175,FOR_SALE,10636459,275,Woluwe-Saint-Pierre,450,1150,650000,1444,400001,4000,5,HOUSE,HOUSE
Ginstdreef  63,3,44000,D,155,FOR_SALE,10648707,540,Merelbeke,695,9820,449000,646,40000,2000,4,HOUSE,HOUSE
Rue Waloppe  32,4,61031,B,230,FOR_SALE,10649196,1086,AMPSIN,1316,4540,449500,342,62000,3000,5,HOUSE,HOUSE
Avenue Van Crombrugghe  44,3,21000,D,110,FOR_SALE,10252335,97,Woluwe-Saint-Pierre,207,1150,450000,2174,400001,4000,4,HOUSE,HOUSE
Coteau d'Anjou  16,4,21000,B,234,FOR_SALE,10612195,967,Woluwe-Saint-Pierre,1201,1150,1195000,995,400001,4000,5,HOUSE,HOUSE
Rue Saint-Quentin  28,3,21000,B,568,FOR_SALE,9402335,196,BRUXELLES,764,1000,1200000,1571,400001,4000,4,MIXED_USE_BUILDING,HOUSE
Rue Henri Wafelaerts  59,5,21000,E,464,FOR_SALE,10462908,260,SAINT-GILLES,724,1060,1250000,1727,400001,4000,6,HOUSE,HOUSE
Avenue des Biches  3,5,23000,D,264,FOR_SALE,10566240,1375,Kraainem,1639,1950,1250000,763,20001,2000,6,HOUSE,HOUSE
Rode  34A,1,24000,B,,FOR_SALE,10585744,,Glabbeek,167,3380,442500,2650,20001,2000,2,HOUSE_GROUP,HOUSE_GROUP
None  None,4,25072,F,,FOR_SALE,10514530,,Perwez,178,1360,422500,2374,20002,3000,5,HOUSE_GROUP,HOUSE_GROUP
Rue Bout-de-Rotheux  7,4,62000,D,249,FOR_SALE,10445084,730,Neupre,979,4120,385000,393,62000,3000,5,HOUSE,HOUSE
None  None,3,92000,A,,FOR_SALE,10606694,,Assesse,175,5330,450000,2571,90000,3000,4,HOUSE_GROUP,HOUSE_GROUP
Puttestraat  8,3,24000,E,110,FOR_SALE,10696936,124,Tervuren,234,3080,495000,2115,20001,2000,4,HOUSE,HOUSE
Rue Henri Chomé  66,4,21000,B,175,FOR_SALE,10695143,1,Schaerbeek,176,1030,575000,3267,400001,4000,5,HOUSE,HOUSE
Rue de 55040  20,4,21000,B,90,FOR_SALE,10683687,17,Bruxelles,107,1000,250000,2336,400001,4000,5,HOUSE,HOUSE
Rue Pairée  16,0,84000,D,,FOR_SALE,10683666,,Libin,124,6890,299900,2419,80000,3000,1,HOUSE_GROUP,HOUSE_GROUP
Egmont Park  2-19,2,44000,F,,FOR_SALE,10683768,,Gavere,184,9890,373500,2030,40000,2000,3,HOUSE_GROUP,HOUSE_GROUP
Hernestraat  79,3,23000,B,216,FOR_SALE,10684680,1329,TOLLEMBEEK,1545,1570,399000,258,20001,2000,4,HOUSE,HOUSE
Route d'Ohain  9,6,25072,G,300,FOR_SALE,10666139,14631,Lasne,14931,1380,995000,67,20002,3000,7,VILLA,HOUSE
Avenue des Cèdres  22,5,23000,D,260,FOR_SALE,10517870,1270,Rhode-Saint-Genese,1530,1640,995000,650,20001,2000,6,HOUSE,HOUSE
Avenue des Goëlands  9,4,21000,B,187,FOR_SALE,10653112,388,Woluwe-Saint-Pierre,575,1150,1030000,1791,400001,4000,5,HOUSE,HOUSE
Jan van Rijswijcklaan  86,8,11002,B,360,FOR_SALE,10638940,173,11002,533,2018,1089000,2043,11002,2000,9,MANSION,HOUSE
None  None,2,21000,B,,FOR_SALE,10669218,,Auderghem,208,1160,1090000,5240,400001,4000,3,HOUSE_GROUP,HOUSE_GROUP
Rue de Priesmont  156,3,25072,B,115,FOR_SALE,10415711,70,Villers-la-Ville,185,1495,295000,1595,20002,3000,4,HOUSE,HOUSE
Rue des Quatre Vents  4,3,92000,C,150,FOR_SALE,10664407,1192,COUTISSE,1342,5300,295000,220,90000,3000,4,HOUSE,HOUSE
Rue de Rosseignies  5,3,52000,E,148,FOR_SALE,10406583,2406,Seneffe,2554,7180,298000,117,50000,3000,4,HOUSE,HOUSE
Schoolstraat  73,2,23000,E,195,FOR_SALE,10606905,266,Kapelle-op-den-Bos,461,1880,299000,649,20001,2000,3,HOUSE,HOUSE
Blekerijstraat  3,4,23000,D,326,FOR_SALE,10474736,435,Lembeek,761,1502,369000,485,20001,2000,5,HOUSE,HOUSE
Mechelsesteenweg  361,3,24000,C,181,FOR_SALE,10667243,265,Herent,446,3020,370000,830,20001,2000,4,HOUSE,HOUSE
Chemin des Houx  23,4,62000,F,273,FOR_SALE,10274277,1121,TILFF,1394,4130,370000,265,62000,3000,5,APARTMENT_BLOCK,HOUSE
Loystraat  52,0,42000,F,,FOR_SALE,9817868,,Hamme,147,9220,391850,2666,40000,2000,1,HOUSE_GROUP,HOUSE_GROUP
Koning Bouwdewijnlaan  None,4,37000,C,,FOR_SALE,9778538,,Wingene,177,8750,367775,2078,30000,2000,5,HOUSE_GROUP,HOUSE_GROUP
Route De 82003  41,4,83000,C,521,FOR_SALE,10539614,1300,Nassogne,1821,6950,365000,200,80000,3000,10,VILLA,HOUSE
None  None,4,34000,D,,FOR_SALE,10677829,,Harelbeke,188,8530,400000,2128,30000,2000,5,HOUSE_GROUP,HOUSE_GROUP
Chaussée de Bruxelles  29,5,25072,D,180,FOR_SALE,10609535,1000,La Hulpe,1180,1310,700000,593,20002,3000,6,HOUSE,HOUSE
Avenue Mutsaard  38,6,21000,F,300,FOR_SALE,10576930,506,Laeken,806,1020,730000,906,400001,4000,7,APARTMENT_BLOCK,HOUSE
Rue de la Cambre  158,4,21000,D,180,FOR_SALE,10526422,150,Woluwe-Saint-Lambert,330,1200,748000,2267,400001,4000,5,HOUSE,HOUSE
Avenue des Dix Arpents  106,4,21000,B,234,FOR_SALE,10541163,464,Woluwe-Saint-Lambert,698,1200,749000,1073,400001,4000,5,HOUSE,HOUSE
G. Gezellelaan  43,4,12000,C,285,FOR_SALE,10684312,317,PUURS,602,2870,425000,706,11002,2000,5,HOUSE,HOUSE
Stationsstraat  26,3,34000,D,688,FOR_SALE,10684972,400,Deerlijk,1088,8540,598500,550,30000,2000,4,APARTMENT_BLOCK,HOUSE
Quartier St-John's  .,4,25072,D,150,FOR_SALE,10685009,1454,Waterloo,1604,1410,670000,418,20002,3000,5,VILLA,HOUSE
Rue Joseph Mesdagh  76,4,52000,D,150,FOR_SALE,10687318,652,Charleroi Jumet,802,6040,395000,493,50000,3000,5,APARTMENT_BLOCK,HOUSE
Rue de la Royaute  4,5,21000,D,180,FOR_SALE,10321152,60,Bruxelles,240,1020,350000,1458,400001,4000,6,HOUSE,HOUSE
Rue de Renivaux  28,3,25072,E,112,FOR_SALE,10472749,655,Ottignies-Louvain-la-Neuve,767,1340,350000,456,20002,3000,4,HOUSE,HOUSE
Rue du Châtelet  88,4,25072,G,272,FOR_SALE,10649661,920,Villers-la-Ville,1192,1495,350000,294,20002,3000,5,COUNTRY_COTTAGE,HOUSE
Rue de l'Egalité  197,3,62000,D,180,FOR_SALE,10561864,150,62096,330,4102,225000,682,62000,3000,4,HOUSE,HOUSE
Rue du Grain  10,3,62000,G,120,FOR_SALE,9955479,503,62000 Wandre,623,4020,229000,368,62000,3000,4,HOUSE,HOUSE
Rue Grand'Rue  145,3,62000,G,180,FOR_SALE,10656202,140,Trooz,320,4870,229000,716,62000,3000,4,MIXED_USE_BUILDING,HOUSE
Marksesteenweg  33,2,34000,B,150,FOR_SALE,10685226,132,Kortrijk,282,8500,169500,601,30000,2000,3,HOUSE,HOUSE
De Ridderstraat  68,3,41000,B,185,FOR_SALE,10684665,50,Aalst,235,9300,178000,757,40000,2000,4,HOUSE,HOUSE
